accident_id,date,time,city,latitude,longitude,weather,severity,vehicle_type,cause,casualties,reported_by
A300958,2022-05-10,05:58,Kolkata,11.966017,68.374784,Hazy,Minor,Truck,Bad Road,0,Police
A300959,2022-04-12,14:22,Surat,10.369757,74.775447,Storm,Severe,Motorcycle,Weather,1,Police
A300960,2022-09-03,01:04,Chennai,20.25192,70.952403,Clear,Moderate,Bus,Bad Road,1,Citizen
A300961,2025-01-16,04:42,Kolkata,14.598965,72.480626,Rain,Fatal,Bus,Unknown,0,Citizen
A300962,2024-12-30,03:11,Pune,10.460906,76.551538,Clear,Minor,Car,Drunk Driving,1,Citizen
A300963,2024-02-01,10:09,Surat,17.425181,75.37158,Clear,Minor,Pedestrian,Bad Road,0,Police
A300964,2022-06-24,18:43,Delhi,22.079262,76.29032,Clear,Minor,Motorcycle,Weather,0,Citizen
A300965,2024-11-23,03:38,Surat,17.018656,73.483239,Storm,Moderate,Car,Distracted,0,Citizen
A300966,2022-10-14,01:39,Chennai,16.18599,71.021379,Rain,Minor,Bus,Speeding,0,Police
A300967,2022-02-09,01:07,Hyderabad,23.029132,73.695895,Clear,Moderate,Bus,Speeding,0,Citizen
A300968,2025-03-26,07:43,Kolkata,15.535602,70.200396,Clear,Minor,Motorcycle,Speeding,1,Police
A300969,2025-04-30,12:18,Pune,12.032533,69.472983,Fog,Severe,Bus,Weather,0,Police
A300970,2024-09-04,06:50,Surat,22.001541,76.968442,Storm,Moderate,Pedestrian,Speeding,0,Police
A300971,2024-12-13,06:55,Lucknow,28.428713,77.193638,Storm,Moderate,Motorcycle,Bad Road,1,Insurance
A300972,2023-04-17,15:36,Kolkata,22.738893,70.200939,Clear,Minor,Truck,Drunk Driving,1,Citizen
A300973,2025-05-19,10:21,Jaipur,11.087405,69.449693,Clear,Moderate,Motorcycle,Speeding,1,Citizen
A300974,2024-07-20,03:45,Pune,22.135641,71.83247,Clear,Minor,Car,Bad Road,0,Police
A300975,2025-03-26,21:17,Kolkata,20.231085,69.72952,Clear,Moderate,Car,Unknown,1,Police
A300976,2021-11-09,13:16,,21.342504,75.724141,Clear,Moderate,Car,Weather,0,Police
A300977,2022-06-19,01:22,Delhi,16.668789,75.292378,Rain,Severe,Bus,Bad Road,0,Police
A300978,2025-02-25,08:32,Mumbai,17.769054,76.633188,Clear,Minor,Car,Unknown,0,Hospital
A300979,2021-04-22,22:27,Mumbai,22.125556,77.419314,Rain,Severe,Motorcycle,Speeding,0,Police
A300980,2022-07-30,22:33,Hyderabad,24.174955,70.392095,Rain,Minor,Motorcycle,Bad Road,1,Police
A300981,2024-05-20,00:19,Bengaluru,21.406557,72.542106,Clear,Minor,Bus,Mechanical Failure,0,Citizen
A300982,2021-01-03,13:44,Delhi,21.935239,75.996318,Fog,Minor,Bus,Mechanical Failure,0,Citizen
A300983,2023-01-14,01:32,Hyderabad,14.275153,69.755255,Clear,Moderate,Motorcycle,Speeding,1,Police
A300984,2023-11-06,12:30,Pune,27.621516,73.93417,Fog,Minor,Bicycle,Speeding,0,Police
A300985,2025-09-22,18:34,Hyderabad,12.746038,76.214373,Rain,Moderate,Motorcycle,Unknown,0,Insurance
A300986,2024-08-28,20:57,Kolkata,8.774511,69.13575,Clear,Moderate,Car,Bad Road,0,Citizen
A300987,2021-05-20,11:49,Delhi,14.868925,77.410359,Fog,Minor,Truck,Weather,0,Citizen
A300988,2023-06-06,17:09,Jaipur,12.317962,70.27915,Clear,Minor,Motorcycle,Drunk Driving,0,Insurance
A300989,2025-02-26,01:40,Hyderabad,10.245834,77.336256,Rain,Minor,Pedestrian,Drunk Driving,0,Police
A300990,2023-09-27,09:45,Pune,8.202369,75.228456,Clear,Minor,Motorcycle,Distracted,0,Citizen
A300991,2023-09-24,02:11,Delhi,13.496863,75.269067,Clear,Minor,Motorcycle,Speeding,0,Police
A300992,2025-05-13,18:53,Kolkata,21.550089,69.591872,Clear,Minor,Truck,Distracted,1,Hospital
A300993,2025-06-05,07:55,Lucknow,25.402535,72.927482,Clear,Minor,Pedestrian,Bad Road,0,Police
A300994,2023-11-22,16:40,Chennai,22.939779,76.869605,Clear,Moderate,Motorcycle,Distracted,0,Police
A300995,2024-08-05,06:17,Bengaluru,27.537657,71.136032,Clear,Minor,Car,Drunk Driving,0,Citizen
A300996,2023-08-11,09:16,Hyderabad,15.546359,73.687368,Rain,Severe,Truck,Speeding,0,Police
A300997,2025-01-25,14:42,Mumbai,13.033744,77.031685,Clear,Minor,Bus,Unknown,0,Citizen
A300998,2022-04-03,10:41,Lucknow,26.635157,71.604037,Clear,Minor,Motorcycle,Mechanical Failure,0,Police
A300999,2023-05-11,12:43,Chennai,24.180236,73.553119,Rain,Moderate,Motorcycle,Unknown,0,Police
A301000,2023-10-26,10:58,Lucknow,17.135254,70.099962,Rain,Minor,Motorcycle,Bad Road,1,Police
A301001,2022-01-15,17:12,Chennai,16.38409,73.807683,Rain,Severe,Car,Speeding,0,Police
A301002,2023-11-29,09:14,Lucknow,27.473189,70.093304,Clear,Minor,Bus,Mechanical Failure,0,Police
A301003,2021-10-06,15:08,Kolkata,28.632343,77.171577,Clear,Minor,Bus,Weather,1,Citizen
A301004,2023-11-01,22:09,Pune,24.799482,70.639383,Rain,Minor,Truck,Unknown,2,Police
A301005,2022-05-29,19:10,Bengaluru,16.010842,77.374601,Clear,Minor,Motorcycle,Speeding,1,Citizen
A301006,2022-04-03,03:40,Bengaluru,15.080141,70.400072,Clear,Minor,Motorcycle,Distracted,1,Insurance
A301007,2025-09-20,04:33,Bengaluru,15.958951,71.440939,Rain,Minor,Bus,Unknown,0,Insurance
A301008,2021-04-06,10:08,Hyderabad,10.917782,68.36659,Rain,Minor,Car,Speeding,0,Citizen
A301009,2025-06-13,16:55,Kolkata,26.389406,70.374936,Clear,Minor,Motorcycle,Drunk Driving,0,Police
A301010,2024-12-11,08:29,Hyderabad,19.094198,75.213939,Storm,Minor,Bicycle,Mechanical Failure,0,Citizen
A301011,2023-08-23,04:26,Surat,8.850221,75.327275,Clear,Minor,Car,Bad Road,0,Insurance
A301012,2021-12-19,03:54,Hyderabad,14.062586,70.827637,Rain,Moderate,Motorcycle,Speeding,0,Citizen
A301013,2023-09-30,22:32,Lucknow,24.205164,69.293113,Clear,Minor,Car,Speeding,0,Police
A301014,2024-10-26,22:33,Mumbai,20.399625,72.763645,Clear,Minor,Truck,Bad Road,0,Police
A301015,2023-03-28,01:35,Bengaluru,25.215299,74.592238,Storm,Severe,Car,Mechanical Failure,0,Insurance
A301016,2022-06-07,21:24,Delhi,14.421145,71.845607,Hazy,Minor,Car,Unknown,0,Citizen
A301017,2025-05-25,01:54,Mumbai,26.885083,73.075995,Rain,Minor,Car,Speeding,0,Citizen
A301018,2023-01-15,04:33,Kolkata,27.534701,77.360075,Rain,Minor,Pedestrian,Unknown,1,Police
A301019,2022-09-27,20:17,Chennai,22.868818,68.374871,Clear,Minor,Bus,Distracted,0,Hospital
A301020,2023-05-08,09:49,Hyderabad,8.085179,69.545629,Clear,Minor,Car,Speeding,0,Police
A301021,2022-05-19,03:00,Lucknow,16.845712,74.216672,Rain,Moderate,Car,Drunk Driving,0,Police
A301022,2022-04-28,11:40,Jaipur,20.482567,72.038809,Hazy,Minor,Bus,Drunk Driving,1,Police
A301023,2021-07-30,09:39,Mumbai,19.822093,77.203244,Fog,Moderate,Car,Weather,0,Police
A301024,2024-01-24,16:34,Mumbai,20.307359,75.848951,Clear,Minor,Truck,Distracted,1,Hospital
A301025,2023-06-08,20:47,Bengaluru,12.595215,69.588354,Clear,Moderate,Motorcycle,Unknown,1,Police
A301026,2024-02-02,11:25,Delhi,10.092532,77.117866,Rain,Minor,Car,Bad Road,1,Police
A301027,2024-04-13,22:32,Surat,15.235618,68.335248,Hazy,Moderate,Bus,Unknown,1,Police
A301028,2025-01-20,01:51,Kolkata,20.708023,69.247528,Rain,Moderate,Motorcycle,Drunk Driving,0,Police
A301029,2023-05-13,20:41,Delhi,12.698178,76.451346,Fog,Moderate,Bus,Drunk Driving,0,Police
A301030,2025-02-15,12:01,Chennai,10.39075,71.442356,Clear,Moderate,Bicycle,Drunk Driving,0,Citizen
A301031,2021-05-04,21:11,Surat,13.306157,72.945023,Rain,Minor,Car,Weather,0,Police
A301032,2021-05-24,06:39,Surat,11.949048,75.573241,Rain,Minor,Pedestrian,Weather,0,Police
A301033,2023-02-21,19:02,Pune,17.207831,75.411327,Fog,Moderate,Car,Drunk Driving,2,Citizen
A301034,2021-03-24,20:32,Surat,10.443925,73.543718,Clear,Moderate,Car,Mechanical Failure,0,Police
A301035,2023-06-30,21:08,Lucknow,12.812045,75.398539,Snow (rare),Moderate,Car,Weather,1,Police
A301036,2024-04-11,17:45,Hyderabad,26.525837,75.037672,Rain,Moderate,Car,Distracted,0,Police
A301037,2024-01-20,02:31,Hyderabad,9.87434,75.621254,Clear,Minor,Car,Drunk Driving,1,Police
A301038,2021-09-03,07:53,Kolkata,20.65145,73.965429,Rain,Minor,Motorcycle,Bad Road,0,Insurance
A301039,2022-09-09,05:47,Chennai,16.699244,74.270283,Clear,Moderate,Car,Drunk Driving,0,Hospital
A301040,2023-01-12,09:47,Pune,10.116527,75.819775,Rain,Minor,Truck,Drunk Driving,0,Citizen
A301041,2024-09-03,11:19,Chennai,16.025195,71.915992,Rain,Minor,Bus,Drunk Driving,1,Police
A301042,2023-10-08,11:34,Mumbai,27.332856,68.817148,Hazy,Moderate,Car,Speeding,0,Police
A301043,2025-05-23,04:05,Lucknow,22.596141,75.79827,Rain,Minor,Motorcycle,Mechanical Failure,0,Insurance
A301044,2022-02-14,01:46,Chennai,24.781966,74.763676,Clear,Minor,Truck,Drunk Driving,0,Police
A301045,2024-08-30,20:29,Pune,28.527583,73.231053,Storm,Minor,Motorcycle,Speeding,2,Police
A301046,2022-05-18,07:42,Bengaluru,8.571045,71.113059,Rain,Minor,Car,Speeding,0,Citizen
A301047,2022-02-10,16:18,Bengaluru,25.833807,74.941637,Clear,Minor,Car,Distracted,1,Police
A301048,2025-05-22,12:31,Jaipur,21.486382,72.655872,Clear,Minor,Motorcycle,Bad Road,1,Police
A301049,2022-06-22,21:21,Surat,12.376361,70.189399,Fog,Minor,Car,Unknown,0,Citizen
A301050,2025-03-31,14:56,Jaipur,21.142473,77.482065,Clear,Moderate,Car,Distracted,0,Hospital
A301051,2025-05-22,22:51,Pune,23.250891,75.673836,Clear,Moderate,Car,Speeding,0,Police
A301052,2021-10-28,15:14,Chennai,26.930973,70.451098,Clear,Moderate,Motorcycle,Drunk Driving,0,Citizen
A301053,2025-01-14,09:45,Chennai,10.259601,71.791516,Fog,Minor,Car,Weather,0,Insurance
A301054,2024-05-28,22:47,Lucknow,12.70449,77.616589,Fog,Minor,Motorcycle,Drunk Driving,1,Citizen
A301055,2021-04-27,10:23,Delhi,14.414881,72.868842,Clear,Minor,Truck,Bad Road,0,Police
A301056,2024-09-15,02:18,Hyderabad,14.130278,73.749771,Rain,Minor,Truck,Weather,0,Citizen
A301057,2022-10-14,18:14,Hyderabad,8.082837,75.739436,Rain,Moderate,Motorcycle,Weather,0,Hospital
A301058,2023-11-20,21:20,Hyderabad,28.134514,68.589807,Rain,Fatal,Motorcycle,Mechanical Failure,0,Police
A301059,2024-03-02,11:54,Bengaluru,21.274055,77.320084,Hazy,Minor,Car,Distracted,0,Citizen
A301060,2024-08-20,08:05,Hyderabad,8.485836,72.323571,Clear,Severe,Motorcycle,Weather,0,Insurance
A301061,2022-06-15,07:28,Kolkata,15.306611,72.065336,Clear,Minor,Motorcycle,Mechanical Failure,0,Police
A301062,2022-05-31,16:41,Delhi,14.002583,73.894579,Clear,Fatal,Motorcycle,Weather,1,Police
A301063,2023-04-09,01:30,Mumbai,22.691342,73.529226,Clear,Minor,Car,Bad Road,0,Police
A301064,2022-02-25,08:08,Kolkata,17.45051,72.01663,Rain,Minor,Car,Speeding,0,Police
A301065,2021-02-18,09:23,Bengaluru,9.243116,76.496366,Clear,Minor,Truck,Distracted,0,Police
A301066,2021-11-12,15:51,Kolkata,17.20695,77.516366,Rain,Minor,Motorcycle,Distracted,1,Insurance
A301067,2022-07-18,00:50,Mumbai,21.990471,71.834946,Hazy,Severe,Car,Mechanical Failure,0,Police
A301068,2021-08-15,02:47,Hyderabad,10.971719,76.653165,Rain,Minor,Motorcycle,Drunk Driving,0,Citizen
A301069,2025-06-20,06:00,Chennai,12.32991,69.999094,Clear,Fatal,Pedestrian,Weather,0,Police
A301070,2022-06-27,02:23,Kolkata,18.236636,73.185085,Storm,Minor,Bus,Weather,2,Hospital
A301071,2025-09-01,10:36,Bengaluru,12.643177,72.759034,Rain,Minor,Bus,Bad Road,0,Police
A301072,2021-06-06,02:20,Pune,20.504912,69.048335,Storm,Severe,Car,Unknown,0,Police
A301073,2025-03-16,19:18,Kolkata,20.241654,71.947494,Snow (rare),Minor,Car,Weather,1,Citizen
A301074,2022-12-09,02:57,Kolkata,24.055614,76.31359,Rain,Moderate,Truck,Mechanical Failure,0,Police
A301075,2023-02-02,03:57,Jaipur,27.773751,72.764839,Rain,Moderate,Motorcycle,Weather,0,Citizen
A301076,2022-04-11,22:16,Jaipur,20.129457,75.62775,Rain,Minor,Motorcycle,Bad Road,0,Police
A301077,2022-03-06,21:43,Delhi,9.20768,77.471878,Storm,Severe,Bicycle,Unknown,0,Hospital
A301078,2024-12-04,10:02,Surat,15.389543,73.115303,Clear,Minor,Car,Weather,0,Citizen
A301079,2023-05-27,10:27,Delhi,8.417975,73.684124,Clear,Minor,Car,Weather,1,Citizen
A301080,2023-10-08,15:17,Jaipur,22.566151,75.27766,Clear,Minor,Motorcycle,Drunk Driving,0,Police
A301081,2024-08-24,02:36,Surat,24.848624,76.156549,Clear,Minor,Bus,Unknown,0,Police
A301082,2022-07-07,06:04,Kolkata,18.365359,70.796419,Hazy,Moderate,Car,Bad Road,0,Police
A301083,2024-08-21,15:00,Surat,16.058463,72.543358,Clear,Minor,Car,Unknown,0,Police
A301084,2022-01-15,19:06,Lucknow,17.740773,69.883775,Clear,Severe,Bus,Weather,0,Citizen
A301085,2022-11-25,20:12,Jaipur,14.701644,72.510351,Storm,Minor,Car,Speeding,0,Citizen
A301086,2021-06-16,10:50,Delhi,17.110354,68.667288,Clear,Minor,Bus,Unknown,0,Police
A301087,2024-11-28,20:51,Delhi,15.945442,72.028273,Clear,Minor,Bus,Weather,0,Police
A301088,2024-09-01,20:15,Jaipur,27.413047,68.711504,Hazy,Moderate,Car,Distracted,0,Police
A301089,2023-12-23,09:29,Kolkata,18.197484,72.090804,Clear,Moderate,Car,Drunk Driving,1,Police
A301090,2023-04-27,15:08,Kolkata,20.905692,71.153096,Clear,Moderate,Motorcycle,Bad Road,0,Police
A301091,2025-09-04,05:36,Kolkata,18.338294,72.381245,Hazy,Minor,Motorcycle,Unknown,0,Hospital
A301092,2023-12-21,08:47,Lucknow,16.032252,71.758232,Clear,Minor,Pedestrian,Drunk Driving,0,Hospital
A301093,2022-03-12,01:45,Surat,9.70349,72.269044,Clear,Minor,Motorcycle,Mechanical Failure,2,Police
A301094,2022-09-18,07:21,Lucknow,23.311294,69.154523,Clear,Minor,Motorcycle,Bad Road,0,Hospital
A301095,2023-07-13,20:13,Bengaluru,8.749652,68.066725,Clear,Minor,Bicycle,Mechanical Failure,0,Police
A301096,2024-12-15,08:52,Chennai,9.780647,75.301346,Clear,Moderate,Truck,Distracted,0,Police
A301097,2022-06-15,21:30,Bengaluru,13.806196,73.209503,Rain,Moderate,Motorcycle,Drunk Driving,1,Citizen
A301098,2024-01-09,16:48,Jaipur,23.734706,77.505932,Clear,Minor,Car,Drunk Driving,0,Police
A301099,2021-01-24,07:16,Delhi,15.476666,76.214764,Rain,Minor,Car,Mechanical Failure,1,Citizen
A301100,2024-05-16,14:44,Hyderabad,14.304077,74.571216,Rain,Moderate,Bus,Mechanical Failure,0,Insurance
A301101,2024-07-13,14:30,Kolkata,19.939632,75.53022,Rain,Minor,Pedestrian,Drunk Driving,0,Citizen
A301102,2025-08-08,13:48,Lucknow,25.738724,75.220141,Clear,Minor,Bicycle,Bad Road,0,Citizen
A301103,2021-04-29,04:56,Mumbai,23.065908,77.562707,Rain,Minor,Car,Speeding,0,Citizen
A301104,2022-04-26,09:00,Jaipur,14.319121,75.665192,Clear,Fatal,Car,Bad Road,1,Insurance
A301105,2022-03-03,06:01,Chennai,19.720934,77.062407,Rain,Minor,Truck,Distracted,0,Police
A301106,2022-12-05,15:23,Pune,25.983011,76.367544,Clear,Minor,Car,Mechanical Failure,1,Police
A301107,2024-11-05,00:45,Hyderabad,12.404532,76.438568,Clear,Severe,Car,Distracted,1,Police
A301108,2021-10-27,02:01,Kolkata,23.982712,75.421872,Clear,Minor,Pedestrian,Bad Road,0,Citizen
A301109,2023-09-24,02:49,Delhi,8.846152,71.29988,Rain,Moderate,Truck,Speeding,0,Citizen
A301110,2024-01-06,21:34,Hyderabad,10.755102,69.321709,Clear,Moderate,Truck,Bad Road,0,Police
A301111,2022-11-01,21:22,Surat,25.68642,73.728841,Rain,Severe,Bus,Speeding,0,Citizen
A301112,2023-12-18,00:38,Hyderabad,21.895133,70.899171,Fog,Minor,Car,Weather,0,Police
A301113,2022-01-15,17:31,Chennai,10.090398,71.517703,Rain,Fatal,Car,Distracted,0,Citizen
A301114,2022-05-16,05:41,Delhi,16.905562,72.976695,Clear,Minor,Car,Speeding,1,Citizen
A301115,2024-03-12,15:09,Hyderabad,25.216168,72.345716,Rain,Minor,Car,Weather,1,Citizen
A301116,2024-11-07,05:49,Lucknow,12.278929,71.853385,Clear,Minor,Car,Unknown,0,Police
A301117,2024-10-13,12:58,Hyderabad,13.244646,69.53947,Fog,Minor,Motorcycle,Distracted,0,Police
A301118,2024-10-01,18:01,Hyderabad,17.077663,68.743916,Clear,Minor,Bus,Weather,0,Police
A301119,2024-10-10,20:36,Chennai,23.075657,74.221216,Fog,Minor,Motorcycle,Unknown,0,Citizen
A301120,2023-08-22,10:47,Lucknow,11.145319,77.583108,Clear,Minor,Bicycle,Unknown,0,Police
A301121,2021-09-20,18:08,Lucknow,22.221715,76.784437,Hazy,Minor,Motorcycle,Bad Road,0,Police
A301122,2022-03-12,22:18,Bengaluru,15.956006,74.30789,Rain,Minor,Car,Distracted,0,Hospital
A301123,2022-08-07,11:27,Kolkata,16.24943,73.55891,Clear,Minor,Motorcycle,Bad Road,0,Police
A301124,2021-12-02,03:46,Chennai,11.366782,76.858075,Hazy,Minor,Motorcycle,Weather,1,Police
A301125,2021-11-07,01:20,Mumbai,12.915804,76.19297,Hazy,Minor,Bus,Speeding,0,Police
A301126,2022-12-13,18:49,Pune,11.633965,72.978814,Clear,Minor,Truck,Unknown,0,Citizen
A301127,2022-02-16,21:21,Surat,11.327601,76.934088,Snow (rare),Minor,Truck,Speeding,2,Citizen
A301128,2025-08-31,18:06,Hyderabad,19.464276,72.64769,Rain,Minor,Bus,Speeding,0,Hospital
A301129,2023-11-13,22:04,Lucknow,23.390173,71.879468,Rain,Moderate,Bicycle,Unknown,0,Citizen
A301130,2022-01-31,16:14,Surat,21.602646,69.53138,Storm,Minor,Motorcycle,Drunk Driving,0,Police
A301131,2021-02-26,12:47,Mumbai,19.933471,77.062039,Hazy,Moderate,Pedestrian,Drunk Driving,0,Police
A301132,2021-09-17,17:16,Bengaluru,23.430429,73.398311,Fog,Minor,Car,Bad Road,0,Police
A301133,2021-06-11,04:54,Delhi,8.255256,68.263358,Clear,Minor,Motorcycle,Speeding,1,Citizen
A301134,2023-07-08,18:13,Jaipur,15.753298,68.409452,Clear,Fatal,Car,Drunk Driving,0,Police
A301135,2022-07-30,11:27,Hyderabad,11.195077,73.599726,Rain,Minor,Bus,Unknown,0,Police
A301136,2022-12-21,08:12,Pune,19.004386,77.424622,Rain,Moderate,Bus,Weather,0,Citizen
A301137,2024-05-10,18:16,Bengaluru,15.806142,74.65681,Clear,Severe,Car,Weather,1,Hospital
A301138,2021-09-22,04:34,Pune,10.799595,68.81709,Clear,Minor,Motorcycle,Drunk Driving,0,Citizen
A301139,2022-05-15,20:21,Jaipur,23.252842,71.464959,Fog,Moderate,Bus,Weather,0,Insurance
A301140,2023-12-10,07:58,Bengaluru,20.062433,73.677537,Hazy,Moderate,Car,Distracted,0,Police
A301141,2024-04-12,10:17,Hyderabad,19.847162,74.428083,Rain,Minor,Motorcycle,Bad Road,0,Hospital
A301142,2022-07-20,18:22,Lucknow,19.99078,70.244235,Clear,Minor,Truck,Drunk Driving,1,Police
A301143,2025-08-15,22:17,Mumbai,10.864655,71.648239,Hazy,Minor,Motorcycle,Distracted,0,Citizen
A301144,2024-11-11,04:37,Surat,9.562784,68.163279,Clear,Minor,Bicycle,Mechanical Failure,1,Police
A301145,2021-12-28,15:41,Mumbai,17.274962,68.670121,Rain,Severe,Pedestrian,Unknown,0,Police
A301146,2024-09-26,13:38,Surat,20.210812,68.052664,Clear,Moderate,Car,Weather,0,Citizen
A301147,2023-08-12,22:58,Delhi,12.446616,73.052309,Clear,Fatal,Motorcycle,Bad Road,0,Police
A301148,2022-08-24,20:53,Jaipur,8.566285,73.586684,Rain,Moderate,Car,Mechanical Failure,0,Police
A301149,2021-10-29,12:29,Mumbai,21.158642,69.030037,Storm,Minor,Motorcycle,Drunk Driving,0,Police
A301150,2024-07-27,19:54,Jaipur,11.473252,68.153785,Clear,Moderate,Bicycle,Unknown,0,Police
A301151,2022-02-21,03:34,Delhi,8.996609,71.899604,Clear,Moderate,Motorcycle,Unknown,0,Police
A301152,2024-12-27,01:32,Lucknow,8.77583,72.837996,Rain,Minor,Motorcycle,Bad Road,0,Police
A301153,2021-04-29,14:33,Chennai,9.371551,74.471262,Clear,Minor,Motorcycle,Weather,1,Citizen
A301154,2024-12-28,06:54,Chennai,18.27145,73.713768,Clear,Severe,Car,Distracted,0,Citizen
A301155,2025-09-08,15:24,Pune,19.829665,74.63359,Rain,Minor,Motorcycle,Weather,1,Police
A301156,2024-11-26,11:41,Delhi,13.477875,71.114241,Fog,Moderate,Car,Distracted,0,Police
A301157,2024-06-11,05:46,Lucknow,19.345749,69.947181,Rain,Minor,Car,Drunk Driving,0,Police
A301158,2025-03-15,21:44,Jaipur,13.087917,75.014546,Clear,Minor,Motorcycle,Mechanical Failure,0,Police
A301159,2022-10-13,21:27,Jaipur,25.812402,76.72485,Rain,Minor,Motorcycle,Distracted,1,Police
A301160,2023-12-05,00:55,Hyderabad,16.117683,68.183252,Hazy,Minor,Motorcycle,Speeding,0,Hospital
A301161,2025-01-21,08:31,Delhi,26.275271,76.016465,Clear,Minor,Truck,Mechanical Failure,0,Police
A301162,2025-02-14,11:28,Lucknow,16.828921,75.615549,Fog,Moderate,Car,Unknown,0,Police
A301163,2021-03-14,15:04,Chennai,20.085772,70.275699,Clear,Minor,Motorcycle,Bad Road,0,Police
A301164,2025-03-13,16:53,Chennai,12.846087,68.344854,Clear,Minor,Motorcycle,Distracted,0,Citizen
A301165,2023-03-13,20:20,Mumbai,25.975601,70.006061,Fog,Moderate,Bus,Mechanical Failure,0,Citizen
A301166,2025-07-22,18:49,Pune,8.821728,75.25497,Fog,Minor,Motorcycle,Mechanical Failure,0,Citizen
A301167,2023-10-03,10:46,Pune,21.509807,72.174141,Clear,Fatal,Car,Mechanical Failure,1,Police
A301168,2023-12-31,06:30,Delhi,20.020293,72.335822,Clear,Minor,Motorcycle,Bad Road,0,Citizen
A301169,2021-12-11,21:42,Delhi,8.939393,72.116362,Clear,Minor,Car,Bad Road,0,Citizen
A301170,2022-03-20,11:45,Hyderabad,21.120897,70.433687,Rain,Moderate,Motorcycle,Weather,1,Insurance
A301171,2025-08-23,02:41,Delhi,11.566775,70.173764,Storm,Minor,Car,Distracted,2,Police
A301172,2022-08-15,17:17,Jaipur,14.116233,69.524675,Rain,Moderate,Pedestrian,Mechanical Failure,0,Police
A301173,2023-10-05,21:51,Lucknow,10.25323,68.272124,Clear,Fatal,Motorcycle,Distracted,0,Citizen
A301174,2023-07-01,06:20,Bengaluru,23.273244,68.01083,Clear,Moderate,Bus,Weather,0,Citizen
A301175,2024-11-29,10:14,Lucknow,24.516379,70.811635,Clear,Moderate,Car,Weather,0,Citizen
A301176,2025-09-16,08:10,Chennai,10.77617,76.825151,Clear,Moderate,Car,Bad Road,1,Citizen
A301177,2023-04-09,02:55,Bengaluru,8.287403,75.921607,Clear,Minor,Motorcycle,Bad Road,0,Citizen
A301178,2021-10-19,02:53,Jaipur,12.615506,75.247256,Storm,Minor,Bus,Weather,0,Citizen
A301179,2023-05-27,03:27,Kolkata,18.42488,68.160083,Clear,Moderate,Bus,Unknown,0,Police
A301180,2025-07-27,09:49,Jaipur,19.866266,72.669697,Clear,Minor,Truck,Drunk Driving,0,Citizen
A301181,2022-02-10,19:30,Kolkata,18.756255,69.288667,Rain,Moderate,Motorcycle,Unknown,0,Police
A301182,2023-08-07,10:51,Lucknow,16.13732,77.349418,Clear,Minor,Car,Distracted,0,Police
A301183,2021-07-30,03:58,Chennai,10.659095,72.736774,Clear,Moderate,Bus,Drunk Driving,0,Police
A301184,2022-03-28,07:07,Delhi,15.674236,76.944827,Clear,Minor,Motorcycle,Mechanical Failure,1,Citizen
A301185,2021-09-21,03:18,Mumbai,23.406886,68.569806,Clear,Minor,Motorcycle,Weather,0,Police
A301186,2023-06-14,16:57,Delhi,26.529784,71.155428,Clear,Moderate,Motorcycle,Unknown,0,Police
A301187,2024-08-18,18:24,Surat,16.570633,69.000218,Rain,Minor,Car,Speeding,0,Police
A301188,2022-05-01,00:17,Chennai,25.701004,71.566604,Rain,Severe,Motorcycle,Bad Road,1,Police
A301189,2023-06-30,06:58,Bengaluru,26.971698,70.788342,Storm,Minor,Truck,Mechanical Failure,0,Citizen
A301190,2023-11-25,10:45,Bengaluru,15.89109,71.964853,Storm,Minor,Bus,Weather,1,Police
A301191,2025-06-11,19:43,Bengaluru,19.026145,75.194518,Rain,Minor,Pedestrian,Speeding,2,Citizen
A301192,2023-01-18,06:44,Surat,10.152206,77.566099,Clear,Minor,Bus,Drunk Driving,1,Citizen
A301193,2025-03-06,11:01,Hyderabad,13.349458,75.95576,Rain,Severe,Motorcycle,Speeding,1,Police
A301194,2024-07-27,08:39,Hyderabad,17.054471,72.814898,Fog,Minor,Motorcycle,Weather,0,Police
A301195,2023-05-24,06:55,Jaipur,10.669233,69.681671,Rain,Minor,Truck,Distracted,0,Police
A301196,2023-08-27,19:57,Chennai,23.186906,74.708155,Rain,Severe,Car,Speeding,0,Police
A301197,2024-09-15,12:32,Delhi,26.119621,74.674525,Clear,Minor,Motorcycle,Bad Road,1,Hospital
A301198,2021-02-28,09:44,Bengaluru,25.709981,77.035369,Rain,Minor,Car,Drunk Driving,0,Police
A301199,2023-01-21,09:09,Jaipur,24.258377,69.246334,Clear,Moderate,Bus,Drunk Driving,1,Citizen
A301200,2023-12-12,06:56,Pune,23.911595,68.348577,Rain,Minor,Car,Distracted,0,Citizen
A301201,2022-09-21,13:11,Jaipur,22.80508,74.196309,Clear,Minor,Pedestrian,Distracted,0,Police
A301202,2021-08-16,04:07,Pune,26.009814,76.325204,Storm,Minor,Motorcycle,Bad Road,1,Police
A301203,2021-03-12,04:55,Surat,28.205573,71.665142,Rain,Minor,Motorcycle,Speeding,1,Police
A301204,2022-09-10,01:41,Jaipur,14.295621,71.945223,Hazy,Minor,Motorcycle,Unknown,0,Police
A301205,2022-01-16,09:55,Surat,13.133711,68.153032,Rain,Minor,Car,Weather,0,Police
A301206,2022-12-07,04:04,Chennai,22.140904,70.270648,Rain,Fatal,Car,Speeding,0,Hospital
A301207,2022-07-28,07:57,Hyderabad,21.923193,73.842538,Hazy,Minor,Truck,Distracted,0,Police
